-29.98890000	0.00000005
-29.69650000	0.00000003
-29.39700000	0.00000003
-29.09720000	0.00000001
-28.79810000	0.00000003
-28.49880000	0.00000002
-28.19730000	0.00000003
-27.89820000	0.00000000
-27.59840000	0.00000001
-27.29750000	0.00000002
-26.99800000	0.00000001
-26.69740000	0.00000002
-26.39740000	0.00000001
-26.09700000	0.00000001
-25.79700000	0.00000000
-25.49750000	0.00000003
-25.19700000	0.00000001
-24.89740000	0.00000001
-24.59700000	0.00000000
-24.30120000	0.00000002
-23.99690000	0.00000001
-23.69660000	0.00000002
-23.39760000	0.00000001
-23.10060000	0.00000002
-22.79770000	0.00000002
-22.49770000	-0.00000000
-22.19840000	0.00000003
-21.89890000	0.00000002
-21.59830000	0.00000002
-21.29870000	0.00000001
-20.99860000	0.00000000
-20.69790000	0.00000002
-20.39840000	0.00000001
-20.09870000	0.00000001
-19.79860000	0.00000002
-19.49860000	0.00000002
-19.19870000	0.00000002
-18.89920000	0.00000001
-18.59930000	0.00000001
-18.29920000	0.00000001
-17.99990000	0.00000003
-17.69940000	0.00000000
-17.39970000	0.00000001
-17.10040000	0.00000001
-16.79990000	0.00000002
-16.50400000	0.00000002
-16.20050000	0.00000002
-15.90050000	0.00000002
-15.60120000	0.00000001
-15.30220000	0.00000002
-15.00050000	0.00000003
-14.70040000	0.00000003
-14.40100000	0.00000003
-14.10020000	0.00000003
-13.79970000	0.00000002
-13.49940000	0.00000003
-13.20020000	0.00000003
-12.89960000	0.00000004
-12.60180000	0.00000001
-12.30190000	0.00000003
-11.99940000	0.00000002
-11.69960000	0.00000003
-11.39970000	0.00000002
-11.09930000	0.00000003
-10.79930000	0.00000002
-10.49930000	0.00000004
-10.19890000	0.00000003
-9.89869000	0.00000003
-9.59886000	0.00000004
-9.29872000	0.00000001
-8.99955000	0.00000003
-8.70096000	0.00000003
-8.40166000	0.00000001
-8.09941000	0.00000003
-7.79928000	0.00000005
-7.49980000	0.00000004
-7.19930000	0.00000003
-6.89955000	0.00000003
-6.59981000	0.00000004
-6.29963000	0.00000005
-5.99927000	0.00000004
-5.69938000	0.00000004
-5.39988000	0.00000003
-5.10175000	0.00000005
-4.80270000	0.00000004
-4.49928000	0.00000004
-4.19954000	0.00000002
-3.89986000	0.00000006
-3.59929000	0.00000005
-3.29911000	0.00000005
-2.99981000	0.00000004
-2.70338000	0.00000004
-2.39900000	0.00000005
-2.09907000	0.00000006
-1.79999000	0.00000005
-1.49908000	0.00000006
-1.19973000	0.00000005
-0.89987900	0.00000008
-0.60149400	0.00000007
-0.30003100	0.00000006
-0.05527590	0.00000008
0.12616400	0.00000016
0.29945700	0.00000019
0.59867900	0.00000043
0.89893200	0.00000101
1.19858000	0.00000202
1.49758000	0.00000354
1.79865000	0.00000541
2.09809000	0.00000747
2.39810000	0.00000921
2.69783000	0.00001143
2.99795000	0.00001359
3.29873000	0.00001573
3.59744000	0.00001736
3.89527000	0.00001922
4.19819000	0.00002141
4.49467000	0.00002242
4.79832000	0.00002292
5.09835000	0.00002421
5.39863000	0.00002456
5.69809000	0.00002615
5.99671000	0.00002792
6.29809000	0.00002967
6.59813000	0.00002991
6.89847000	0.00003145
7.19835000	0.00003182
7.49672000	0.00003276
7.79764000	0.00003432
8.09754000	0.00003519
8.39512000	0.00003493
8.69817000	0.00003605
8.99477000	0.00003732
9.29794000	0.00004025
9.59744000	0.00003947
9.89807000	0.00004191
10.19780000	0.00004490
10.49540000	0.00004725
10.79790000	0.00004959
11.09800000	0.00005152
11.39760000	0.00005158
11.69770000	0.00005148
11.99700000	0.00005528
12.29830000	0.00005694
12.59650000	0.00006034
12.89900000	0.00006286
13.19800000	0.00005772
13.49750000	0.00006249
13.79830000	0.00005920
14.09760000	0.00005992
14.39920000	0.00006161
14.69880000	0.00006461
14.99890000	0.00006527
15.29950000	0.00006452
15.59920000	0.00007002
15.89860000	0.00006876
16.19880000	0.00006728
16.49760000	0.00006912
16.79870000	0.00006781
17.09690000	0.00007464
17.39870000	0.00007441
17.69880000	0.00007127
17.99830000	0.00007502
18.29850000	0.00007841
18.59760000	0.00008028
18.89780000	0.00007868
19.19810000	0.00008145
19.49630000	0.00008419
19.79840000	0.00008636
20.09790000	0.00008802
20.39770000	0.00009807
20.69720000	0.00009898
20.99690000	0.00009626
21.29740000	0.00009483
21.59720000	0.00009553
21.89330000	0.00009770
22.19680000	0.00010523
22.49640000	0.00009596
22.79690000	0.00009614
23.09620000	0.00009771
23.39540000	0.00009465
23.69630000	0.00009583
23.99440000	0.00010590
24.29690000	0.00011222
24.59630000	0.00011944
24.89680000	0.00011158
25.19710000	0.00011885
25.49620000	0.00011854
25.79640000	0.00011373
26.09660000	0.00012569
26.39290000	0.00011363
26.69690000	0.00011682
26.99680000	0.00012329
27.29720000	0.00013390
27.59690000	0.00012480
27.89550000	0.00013791
28.19760000	0.00014313
28.49560000	0.00013512
28.79760000	0.00013315
29.09830000	0.00012987
29.39770000	0.00014231
29.69780000	0.00013923
29.99780000	0.00014119
